NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1262,72.689804,318.54056,214.46716,209.09131,-192.36873,52.274654,-9.27055,-191.78569,-132.67,-12.970672,82.74161,-113.54656,-7.433866,-83.02712,-11.324885,-106.6788,-106.96378,-212.40022,-66.82449,-244.68486,154.37904,179.61711,-141.46753,73.26287,122.92581,205.67267,-109.81422,-6.302798,198.74585,142.84317,76.57077,-63.693687
1326,69.02699,301.4724,199.56859,194.27885,-178.60727,47.483604,-9.997356,-177.83667,-121.9024,-13.644152,79.351456,-107.449356,-4.845447,-75.72457,-10.831847,-97.71757,-98.5331,-198.01578,-60.67318,-229.51846,143.26534,167.20383,-132.08405,66.23988,113.47884,192.606,-101.42591,-7.27881,186.68877,132.27696,73.290726,-59.270412
1445,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
1599,69.35559,302.58322,198.71042,192.57361,-177.19513,46.923923,-10.576917,-177.11128,-120.72679,-14.424349,80.2145,-107.809204,-3.8574584,-74.89815,-11.376826,-96.07773,-97.242874,-197.28197,-59.004356,-229.29297,143.13637,166.0835,-130.69421,64.72418,113.173065,192.68246,-100.18298,-7.4418325,187.00682,131.88477,74.019646,-59.77264
1634,67.72242,295.33136,193.89133,188.37666,-173.1898,45.640675,-10.365843,-172.59628,-117.711685,-14.039848,78.26683,-105.24748,-3.693381,-72.8977,-10.815435,-94.03436,-95.10917,-192.54308,-57.97869,-223.85591,139.20973,162.357,-128.21393,63.31401,110.01356,187.81427,-98.030525,-7.59891,182.33553,128.36012,72.20339,-57.82448
1713,67.69904,295.22882,193.83109,188.32724,-173.14215,45.626728,-10.360122,-172.5404,-117.67744,-14.031096,78.23696,-105.21158,-3.6957514,-72.875404,-10.806435,-94.01403,-95.08589,-192.48314,-57.971306,-223.78444,139.15913,162.31198,-128.1855,63.301716,109.974236,187.74939,-98.00685,-7.5991516,182.27238,128.31606,72.17566,-57.797707
1842,72.689804,318.54056,214.46716,209.09131,-192.36873,52.274654,-9.27055,-191.78569,-132.67,-12.970672,82.74161,-113.54656,-7.433866,-83.02712,-11.324885,-106.6788,-106.96378,-212.40022,-66.82449,-244.68486,154.37904,179.61711,-141.46753,73.26287,122.92581,205.67267,-109.81422,-6.302798,198.74585,142.84317,76.57077,-63.693687
1857,72.68986,318.54083,214.46744,209.0916,-192.36899,52.274754,-9.270526,-191.78595,-132.67023,-12.970646,82.741646,-113.54666,-7.433929,-83.02727,-11.324889,-106.678986,-106.96394,-212.40048,-66.82462,-244.68512,154.37924,179.61734,-141.46771,73.26302,122.92599,205.6729,-109.814384,-6.302772,198.74605,142.84337,76.57081,-63.69376
2024,69.3556,302.58325,198.71046,192.57364,-177.19514,46.92393,-10.5769205,-177.11131,-120.72681,-14.424353,80.214516,-107.80922,-3.857458,-74.898155,-11.37683,-96.07774,-97.2429,-197.282,-59.004368,-229.293,143.1364,166.08353,-130.69423,64.72419,113.17309,192.6825,-100.18299,-7.441832,187.00684,131.88478,74.01965,-59.77265
2028,67.70206,295.24213,193.83896,188.33394,-173.1485,45.628517,-10.360833,-172.54755,-117.6819,-14.032176,78.24075,-105.21624,-3.695529,-72.87832,-10.807461,-94.016884,-95.089096,-192.49098,-57.972527,-223.79373,139.16557,162.31793,-128.1895,63.303467,109.97921,187.75772,-98.0101,-7.599221,182.28049,128.32166,72.17924,-57.800987
2168,68.8298,300.33655,197.63893,191.88557,-176.48418,46.727894,-10.366766,-176.09026,-120.22642,-14.116323,79.464485,-107.02557,-4.072676,-74.57913,-11.087427,-95.95543,-97.00388,-196.19841,-59.159904,-227.88875,142.11823,165.37239,-130.38397,64.74014,112.40882,191.35355,-99.92674,-7.436555,185.66861,131.0437,73.33939,-59.12341
2342,72.689964,318.5412,214.4672,209.09114,-192.3686,52.27457,-9.270704,-191.78572,-132.66988,-12.970879,82.741905,-113.54678,-7.4336386,-83.02701,-11.325023,-106.67853,-106.96359,-212.4003,-66.82418,-244.68507,154.37918,179.61703,-141.46736,73.262596,122.925865,205.67291,-109.81404,-6.3028536,198.74614,142.84325,76.57104,-63.69387
2356,68.829796,300.33655,197.63896,191.88557,-176.48418,46.727894,-10.366764,-176.09024,-120.22642,-14.11632,79.46448,-107.02557,-4.072678,-74.57913,-11.087424,-95.95543,-97.003876,-196.19841,-59.15991,-227.88875,142.11821,165.37239,-130.38397,64.74015,112.40881,191.35355,-99.92674,-7.4365563,185.66858,131.0437,73.33939,-59.1234
2393,69.345314,302.53738,198.6796,192.54672,-177.16943,46.91558,-10.575726,-177.08232,-120.70734,-14.422084,80.2023,-107.79303,-3.8562043,-74.885185,-11.373277,-96.06447,-97.229126,-197.2517,-58.997635,-229.25836,143.11127,166.05963,-130.67838,64.714935,113.15276,192.6515,-100.16911,-7.442989,186.97708,131.86215,74.00828,-59.760216
2397,67.74232,297.06253,201.35318,197.06345,-181.22589,49.407406,-8.246632,-180.22716,-125.023964,-11.405057,76.826225,-105.93419,-7.4395666,-78.26505,-10.173867,-101.1682,-100.951416,-199.3645,-63.665966,-229.41885,144.41217,169.24173,-133.64558,69.679146,115.275,192.29439,-103.79799,-5.7894135,185.98618,133.97742,70.87929,-59.080566
2462,72.89946,319.2854,214.10828,208.47498,-191.8217,51.942425,-9.587893,-191.37456,-132.08334,-13.37344,83.195656,-113.78915,-6.947777,-82.5766,-11.487838,-105.98286,-106.45531,-212.12122,-66.18753,-244.66429,154.2212,179.18367,-141.05011,72.59096,122.650154,205.73224,-109.32099,-6.5192866,198.89053,142.56937,76.98732,-63.791965
2472,69.34594,302.5402,198.6815,192.5484,-177.17105,46.916092,-10.5758,-177.0841,-120.70855,-14.422219,80.20305,-107.79403,-3.8562891,-74.88599,-11.373486,-96.0653,-97.229996,-197.25356,-58.998077,-229.26051,143.1128,166.06111,-130.6794,64.71553,113.15401,192.6534,-100.16998,-7.442928,186.9789,131.86356,74.00898,-59.76097
2476,69.35652,302.58722,198.71265,192.57545,-177.19687,46.92437,-10.577185,-177.11327,-120.72799,-14.424743,80.21569,-107.810616,-3.8573053,-74.89889,-11.377141,-96.078445,-97.24374,-197.2842,-59.004627,-229.29567,143.13818,166.08517,-130.69533,64.72458,113.17443,192.68489,-100.183846,-7.4419136,187.00917,131.88632,74.02077,-59.773586
2529,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
2530,67.85318,295.89508,194.20828,188.64528,-173.44438,45.705364,-10.402686,-172.88127,-117.88515,-14.093467,78.43309,-105.4462,-3.674418,-73.00582,-10.8583145,-94.14069,-95.23406,-192.86052,-58.02225,-224.24008,139.46616,162.59697,-128.37926,63.375023,110.208176,188.15788,-98.15757,-7.6107154,182.66803,128.58266,72.36029,-57.9573
2681,73.33284,320.77206,213.03487,206.43309,-190.10686,51.19389,-10.341097,-190.40327,-130.57329,-14.36699,84.292175,-114.266045,-5.697112,-81.494705,-12.107927,-103.96489,-104.88802,-211.21886,-64.1847,-244.40613,153.98193,177.81769,-139.43974,70.71304,122.17218,205.81808,-107.81004,-6.808859,199.26097,142.00581,77.931305,-64.32553
2738,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
2885,65.37793,285.19614,188.15254,183.53934,-168.59221,44.443096,-9.718988,-167.40778,-114.55019,-13.091639,75.283554,-101.67892,-4.01747,-70.91222,-10.025089,-92.1077,-92.85532,-186.80122,-57.204773,-216.92404,134.53651,158.02121,-125.2687,62.198658,106.45187,181.59827,-95.738396,-7.4250093,176.315,124.301155,69.395515,-55.394733
2950,67.779755,295.83948,195.44801,190.4291,-174.99571,46.31684,-9.961763,-174.01173,-119.17872,-13.521938,77.98222,-105.456436,-4.472056,-73.9105,-10.529138,-95.646675,-96.47126,-193.9864,-59.405697,-225.04822,140.06813,163.89528,-129.69707,64.71603,110.865814,188.67847,-99.36152,-7.4242525,182.98492,129.34058,71.99156,-57.841293
2957,63.36176,276.1845,182.35439,178.53369,-163.81616,42.95749,-9.3944845,-162.00914,-111.02638,-12.550195,72.82972,-98.529724,-3.9183125,-68.57967,-9.340249,-89.75682,-90.34437,-181.07825,-56.056385,-210.32721,129.79333,153.56094,-122.32607,60.60912,102.68875,175.65561,-93.209854,-7.5550623,170.58977,120.080414,67.11133,-53.049217
3013,69.34557,302.5385,198.68031,192.54732,-177.17001,46.91576,-10.575778,-177.083,-120.70777,-14.422169,80.20264,-107.79344,-3.8561993,-74.88547,-11.373375,-96.06474,-97.22943,-197.25241,-58.99775,-229.25922,143.11186,166.06018,-130.67873,64.71511,113.15324,192.65225,-100.1694,-7.442976,186.97783,131.86269,74.00858,-59.760525
3241,67.83079,295.79703,194.15082,188.59833,-173.39908,45.69211,-10.397135,-172.82791,-117.85254,-14.084989,78.40442,-105.411835,-3.676829,-72.98465,-10.849607,-94.12151,-95.21203,-192.80338,-58.015465,-224.17183,139.41783,162.55411,-128.35233,63.363506,110.170586,188.09587,-98.135124,-7.610947,182.60765,128.54056,72.33372,-57.9316
3245,67.751205,295.45865,193.98161,188.45949,-173.2683,45.665905,-10.368036,-172.68132,-117.77106,-14.044057,78.29914,-105.29301,-3.6998754,-72.93715,-10.823808,-94.07762,-95.15238,-192.63177,-58.003525,-223.95645,139.28125,162.42851,-128.265,63.34529,110.07223,187.90236,-98.074524,-7.5957174,182.41844,128.42549,72.233925,-57.85864
3370,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
3415,67.7515,295.46,193.9825,188.46024,-173.26898,45.666115,-10.368083,-172.68208,-117.771576,-14.044136,78.2995,-105.29346,-3.6998904,-72.93748,-10.823903,-94.077965,-95.15274,-192.63263,-58.003696,-223.95744,139.28194,162.42914,-128.26543,63.34552,110.07277,187.90323,-98.074875,-7.5957036,182.41928,128.42607,72.23426,-57.85898
3457,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
3770,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
3835,69.10783,301.5151,198.15904,192.16243,-176.7905,46.8172,-10.491117,-176.60112,-120.44816,-14.299377,79.87804,-107.43633,-3.9289334,-74.72205,-11.266435,-95.9534,-97.07201,-196.7268,-59.005157,-228.5991,142.6513,165.69148,-130.47096,64.67447,112.808014,192.0419,-100.006256,-7.430086,186.3732,131.4751,73.70944,-59.49206
4047,67.8701,296.23557,195.6812,190.62656,-175.18387,46.369263,-9.983796,-174.22498,-119.31112,-13.55493,78.096115,-105.595085,-4.464277,-73.99554,-10.559897,-95.729675,-96.56548,-194.21877,-59.441326,-225.32433,140.25903,164.07224,-129.81512,64.76707,111.01311,188.92705,-99.45699,-7.4269443,183.22552,129.50749,72.09821,-57.93884
4114,69.34685,302.5441,198.68367,192.55022,-177.17276,46.916527,-10.576062,-177.08604,-120.70972,-14.4226055,80.20422,-107.7954,-3.8561373,-74.88672,-11.373794,-96.066,-97.23083,-197.25572,-58.99834,-229.26315,143.11456,166.06274,-130.6805,64.71591,113.15534,192.65579,-100.17083,-7.4430094,186.98122,131.86508,74.01007,-59.76189
4411,69.05157,301.2691,198.014,192.04906,-176.67915,46.78189,-10.47765,-176.46332,-120.36468,-14.277818,79.80504,-107.34984,-3.9354336,-74.66686,-11.240886,-95.90792,-97.01954,-196.58308,-58.99353,-228.42683,142.52501,165.58537,-130.40977,64.64762,112.70842,191.88376,-99.95256,-7.4344234,186.21822,131.36513,73.642555,-59.421814
4444,69.344635,302.53442,198.67784,192.54526,-177.16803,46.915173,-10.575563,-177.08069,-120.70633,-14.421835,80.20145,-107.79199,-3.856266,-74.88454,-11.373021,-96.063866,-97.22845,-197.24997,-58.997406,-229.2563,143.1098,166.0583,-130.67754,64.71457,113.151634,192.64961,-100.16842,-7.4429955,186.97527,131.86089,74.007484,-59.759445
4466,62.809895,274.30237,182.98662,179.44183,-164.72008,43.74601,-8.693053,-162.97462,-112.22826,-11.6546755,71.81126,-97.86822,-4.926565,-69.597824,-9.151637,-91.00887,-91.18409,-181.53424,-57.086773,-210.20181,130.30882,154.25327,-122.72003,61.892876,103.47316,175.51076,-94.040504,-6.8737755,170.31557,120.79582,66.112686,-53.073326
4512,69.10915,301.5209,198.16258,192.1655,-176.7934,46.818035,-10.491394,-176.60435,-120.450226,-14.299811,79.87968,-107.43837,-3.9288967,-74.72339,-11.26687,-95.95476,-97.0735,-196.73032,-59.0058,-228.60324,142.65417,165.69418,-130.47282,64.67535,112.81025,192.04561,-100.00776,-7.4301,186.37674,131.47763,73.71097,-59.4935
4587,69.3469,302.54434,198.68379,192.55032,-177.17288,46.916557,-10.576075,-177.08618,-120.70979,-14.422623,80.20428,-107.79549,-3.856135,-74.88677,-11.373809,-96.06605,-97.23088,-197.25586,-58.99836,-229.26329,143.11467,166.06284,-130.68056,64.71594,113.155426,192.65591,-100.17088,-7.4430103,186.98137,131.86517,74.01014,-59.761944
4691,67.87034,296.23343,195.66492,190.60408,-175.16422,46.36169,-9.98885,-174.21016,-119.29493,-13.561448,78.10065,-105.593994,-4.4549117,-73.984276,-10.563594,-95.711296,-96.55019,-194.20384,-59.42471,-225.31285,140.25063,164.05563,-129.79869,64.75087,111.00435,188.91916,-99.44209,-7.4291053,183.22011,129.4974,72.10183,-57.939568
4895,69.10919,301.52106,198.16266,192.16556,-176.79346,46.818054,-10.491404,-176.60442,-120.45028,-14.299824,79.87972,-107.43842,-3.9288945,-74.72342,-11.266881,-95.95479,-97.07354,-196.73041,-59.005814,-228.60336,142.65425,165.69426,-130.47287,64.67536,112.8103,192.04568,-100.0078,-7.4301004,186.37685,131.4777,73.71101,-59.49354
5017,69.34686,302.54416,198.68369,192.55023,-177.17279,46.916534,-10.576066,-177.08607,-120.709724,-14.422609,80.20423,-107.795425,-3.856137,-74.886734,-11.373797,-96.06601,-97.23084,-197.25577,-58.99834,-229.26317,143.11458,166.06276,-130.6805,64.71592,113.15536,192.6558,-100.170845,-7.443009,186.98125,131.8651,74.01009,-59.761906
5148,65.41849,285.37476,188.25813,183.6283,-168.67708,44.467106,-9.7286415,-167.50447,-114.610214,-13.106318,75.33481,-101.741295,-4.0141587,-70.95094,-10.0391,-92.14524,-92.89796,-186.90633,-57.220726,-217.0485,134.62326,158.10127,-125.32138,62.221817,106.518845,181.71072,-95.78145,-7.4257727,176.4241,124.37701,69.44339,-55.438972
5154,68.8251,300.31525,197.62276,191.87039,-176.46992,46.723133,-10.366843,-176.07513,-120.21548,-14.116096,79.45945,-107.01802,-4.0709314,-74.57179,-11.086278,-95.94704,-96.99564,-196.18263,-59.154716,-227.87144,142.10565,165.35936,-130.37459,64.733864,112.39843,191.33835,-99.91851,-7.437333,185.65431,131.03209,73.33463,-59.11782
5269,72.68986,318.54083,214.46744,209.0916,-192.36899,52.274754,-9.270526,-191.78595,-132.67023,-12.970646,82.741646,-113.54666,-7.433929,-83.02727,-11.324889,-106.678986,-106.96394,-212.40048,-66.82462,-244.68512,154.37924,179.61734,-141.46771,73.26302,122.92599,205.6729,-109.814384,-6.302772,198.74605,142.84337,76.57081,-63.69376
5388,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
5541,62.800156,274.2691,182.99774,179.45776,-164.73595,43.759895,-8.680693,-162.99161,-112.249405,-11.638893,71.7933,-97.856544,-4.9443293,-69.61576,-9.148311,-91.030914,-91.198845,-181.54224,-57.104923,-210.19954,130.31789,154.26541,-122.72696,61.915485,103.48696,175.50813,-94.05514,-6.86177,170.31073,120.80841,66.09508,-53.073734
5606,72.689995,318.5412,214.46666,209.09042,-192.36798,52.274307,-9.270886,-191.7852,-132.66933,-12.97111,82.74207,-113.54676,-7.4333134,-83.02662,-11.325138,-106.67792,-106.96309,-212.39981,-66.82364,-244.68472,154.3789,179.61652,-141.46684,73.262054,122.92555,205.6727,-109.81355,-6.3029504,198.74594,142.84286,76.571175,-63.69388
5632,69.34594,302.5402,198.6815,192.5484,-177.17104,46.916092,-10.575799,-177.0841,-120.70854,-14.42222,80.20306,-107.79404,-3.8562891,-74.885994,-11.3734865,-96.0653,-97.229996,-197.25356,-58.998077,-229.26051,143.1128,166.0611,-130.6794,64.71553,113.15401,192.6534,-100.16998,-7.4429274,186.9789,131.86356,74.00897,-59.76097
5710,67.82981,295.79276,194.14825,188.59613,-173.39699,45.691513,-10.396911,-172.82555,-117.85106,-14.084647,78.4032,-105.41033,-3.6768882,-72.98369,-10.849278,-94.12056,-95.21096,-192.80083,-58.01504,-224.16881,139.41573,162.55214,-128.35101,63.36291,110.16895,188.09315,-98.13404,-7.6109285,182.60501,128.5387,72.33258,-57.93053
5730,69.356514,302.5872,198.71265,192.57545,-177.19687,46.92437,-10.577185,-177.11327,-120.72799,-14.424741,80.21568,-107.8106,-3.8573055,-74.89889,-11.377139,-96.07843,-97.24373,-197.28416,-59.00463,-229.29565,143.13818,166.08516,-130.69533,64.72458,113.17442,192.68489,-100.183846,-7.441914,187.00917,131.88632,74.02075,-59.773582
5753,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
5788,69.34533,302.53745,198.67964,192.54675,-177.16946,46.915592,-10.575729,-177.08235,-120.70737,-14.422091,80.20233,-107.79306,-3.8562038,-74.8852,-11.373282,-96.06448,-97.22915,-197.25174,-58.997643,-229.2584,143.1113,166.05966,-130.67839,64.71495,113.152794,192.65155,-100.16913,-7.442989,186.97713,131.8622,74.00829,-59.760235
5847,60.87394,264.87646,173.69212,170.26543,-156.0913,40.422226,-9.45687,-153.96408,-105.15256,-12.475742,70.2097,-94.51633,-2.9282575,-64.65307,-8.819909,-85.14478,-85.8339,-172.63518,-53.105724,-201.08975,123.16959,146.52101,-117.14403,57.146004,97.22016,167.59392,-88.70162,-7.913525,163.03874,113.93543,64.6091,-50.19173
5998,72.68986,318.5408,214.46744,209.0916,-192.36899,52.274754,-9.270523,-191.78593,-132.67023,-12.970642,82.74164,-113.54665,-7.4339323,-83.02727,-11.324887,-106.67899,-106.96394,-212.40048,-66.82463,-244.68512,154.37924,179.61734,-141.46771,73.26303,122.92599,205.6729,-109.814384,-6.302771,198.74603,142.84337,76.57081,-63.693756
6023,69.116066,301.552,198.18486,192.1854,-176.81235,46.824448,-10.491728,-176.62541,-120.46487,-14.300768,79.88755,-107.44939,-3.930549,-74.733246,-11.269126,-95.96519,-97.083984,-196.7521,-59.011524,-228.62766,142.67215,165.71169,-130.48462,64.68291,112.825005,192.06734,-100.0183,-7.428925,186.39748,131.49402,73.718315,-59.502125
